Code,City,Airport,Country
UKN,Waukon IA,Municipal,USA
UKR,Mukeiras,Mukeiras,Yemen
UKT,Quakertown (PA),Upper Bucks,USA
UKU,Nuku,Nuku,Papua New Guinea
UKX,Ust-Kut,Ust-Kut,Russia
UKY,Kyoto,Kyoto,Japan
ULA,San Julian,San Julian,Argentina
ULC,Santiago,Los Cerrillos,Chile
ULD,Ulundi,Ulundi,South Africa
ULE,Sule,Sule,Papua New Guinea
ULG,Ulgit,Ulgit,Mongolia
ULI,Ulithi,Ulithi,Micronesia
ULL,Mull,Mull,United Kingdom
ULM,New Ulm (MN),New Ulm,USA
ULN,Ulaanbaatar,Buyant Uhaa,Mongolia
ULO,Ulaangom,Ulaangom,Mongolia
ULP,Quilpie,Quilpie,Australia
ULQ,Tulua,Farfan,Colombia
ULS,Mulatos,Mulatos,Colombia
ULU,Gulu,Gulu,Uganda
ULX,Ulusaba,Ulusaba,South Africa
ULY,Ulyanovsk,Ulyanovsk,Russia
ULZ,Uliastai,Uliastai,Mongolia
UMA,Punta De Maisi,Punta De Maisi,Cuba
UMB,Umnak Island (AK),North Shore,USA
UMC,Umba,Umba,Papua New Guinea
UMD,Uummannaq,Uummannaq,Greenland
UME,Umea,Umea,Sweden
UMI,Quincemil,Quincemil,Peru
UMM,Summit (AK),Summit,USA
UMR,Woomera,Woomera,Australia
UMT,Umiat (AK),Umiat,USA
UMU,Umuarama,Ernesto Geisel,Brazil
UMY,Sumy,Sumy,Ukraine
UNA,Una,Una,Brazil
UNC,Unguia,Unguia,Colombia
UND,Kunduz,Kunduz Airport,Afghanistan
UNE,Qachas Nek,Qachas Nek,Lesotho
UNG,Kiunga,Kiunga,Papua New Guinea
UNI,Union Island,Union Island,Saint Vincent and the Grenadines
UNK,Unalakleet (AK),Unalakleet,USA
UNN,Ranong,Ranong,Thailand
UNR,Underkhaan,Underkhaan,Mongolia
UNS,Umnak Island (AK),Umnak,USA
UNT,Unst Shetland Is,Baltasound,United Kingdom
UNU,Juneau (WI),Dodge County,USA
UOL,Buol,Buol,Indonesia
UON,Muong Sai,Muong Sai,Lao PDR
UOS,Sewanee (TN),Franklin County,USA
UOX,Oxford (MS),University-Oxford,USA
UPA,Punta Alegre,Punta Alegre,Cuba
UPC,Puerto La Cruz,Puerto La Cruz,Spain
UPF,Pforzheim,Pforzheim,Germany
UPG,Ujung Pandang,Hasanudin,Indonesia
UPL,Upala,Upala,Costa Rica
UPN,Uruapan,Uruapan,Mexico
UPP,Upolu Point (HI),Upolu Point,USA
UPR,Upiara,Upiara,Papua New Guinea
UPV,Upavon,Upavon,United Kingdom
UQE,Queen (AK),Queen,USA
URA,Uralsk,Uralsk,Kazakhstan
URB,Urubupunga,Ernesto Pochler,Brazil
URC,Urumqi,Urumqi,PR China
URE,Kuressaare,Kuressaare,Ethiopia
URG,Uruguaiana,Ruben Berta,Brazil
URI,Uribe,Uribe,Colombia
URJ,Uraj,Uraj,Russia
URM,Uriman,Uriman,Venezuela
URN,Urgoon,Urgoon,Afghanistan
URO,Rouen,Boos,France
URR,Urrao,Urrao,Colombia
URS,Kursk,Kursk,Russia
URT,Surat Thani,Surat Thani,Thailand
URU,Uroubi,Uroubi,Papua New Guinea
URY,Gurayat,Gurayat,Saudi Arabia
URZ,Uruzgan,Uruzgan,Afghanistan
USH,Ushuaia,Islas Malvinas,Argentina
USI,Mabaruma,Mabaruma,Guyana
USK,Usinsk,Usinsk,Russia
USL,Useless Loop,Useless Loop,Australia
USM,Koh Samui,Koh Samui,Thailand
USN,Ulsan,Ulsan,South Korea
USO,Usino,Usino,Papua New Guinea
USQ,Usak,Usak,Turkey
USS,Sancti Spiritus,Sancti Spiritus,Cuba
UST,St Augustine (FL),St Augustine,USA
USU,Busuanga,Busuanga,Philippines
UTA,Mutare,Mutare,Zimbabwe
UTB,Muttaburra,Muttaburra,Australia
UTC,Utrecht,Soesterberg,Netherlands
UTD,Nutwood Downs,Nutwood Downs,Australia
UTE,Butterworth,Butterworth,South Africa
UTG,Quthing,Quthing,Lesotho
UTH,Udon Thani,Udon Thani,Thailand
UTI,Kouvola,Utti,Finland
UTK,Utirik Island,Utirik Island,Marshall Islands
UTL,Torremolinos,Torremolinos,Spain
UTN,Upington,Upington,South Africa
UTO,Utopia Creek (AK),Indian Mountain AFS,USA
UTP,Utapao,Utapao,Thailand
UTR,Uttaradit,Uttaradit,Thailand
UTT,Umtata,Umtata,South Africa
UTU,Ustupo,Ustupo,Panama
UTW,Queenstown,Queenstown,South Africa
UUA,Bugulma,Bugulma,Russia
UUD,Ulan-Ude,Ulan-Ude,Russia
UUK,Kuparuk (AK),Kuparuk,USA
UUN,Baruun-Urt,Baruun-Urt,Mongolia
UUS,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk,Russia
UUU,Manumu,Manumu,Papua New Guinea
UVA,Uvalde (TX),Garner Fld,USA
UVE,Ouvea,Ouvea,New Caledonia
UVF,Saint Lucia,Hewanorra,Saint Lucia
UVL,Kharga,Kharga,Egypt
UVO,Uvol,Uvol,Papua New Guinea
UWA,Ware (MA),Ware,USA
UWE,Wiesbaden,Metropolitan Area,Germany
UYL,Nyala,Nyala,Sudan
UYN,Yulin,Yulin Yuyang Airport,"Shaanxi, China"
UZH,Unayzah,Unayzah,Saudi Arabia
UZU,Curuzu Cuatia,Curuzu Cuatia,Argentina
VAA,Vaasa,Vaasa,Finland
VAB,Yavarate,Yavarate,Colombia
VAC,Varrelbusch,Varrelbusch,Germany
VAD,Valdosta (GA),Moody AFB,USA
VAF,Valence,Chabeuil,France
VAG,Varginha,Maj. Brig. Trompowsky,Brazil
VAH,Vallegrande,Vallegrande,Bolivia
VAI,Vanimo,Vanimo,Papua New Guinea
VAK,Chevak (AK),Chevak,USA
VAL,Valenca,Valenca,Brazil
VAN,Van,Van,Turkey
VAO,Suavanao,Suavanao Airstrip,Solomon Islands
VAP,Valparaiso,Valparaiso,Chile
VAR,Varna,Varna,Bulgaria
VAS,Sivas,Sivas,Turkey
VAT,Vatomandry,Vatomandry,Madagascar
VAU,Vatukoula,Vatukoula,Fiji
VAV,Vava'u,Lupepau'u,Tonga
VAW,Vardoe,Vardoe,Norway
VAZ,Val D'Isere,Val D'Isere,France
VBG,Lompoc (CA),Vandenberg AFB,USA
VBS,Verona,Montichiari,Italy
VBV,Vanuabalavu,Vanuabalavu,Fiji
VBY,Visby,Visby,Sweden
VCA,Can Tho,Can Tho,Viet Nam
VCB,View Cove (AK),View Cove,USA
VCC,Limbe,Limbe,Cameroon
VCD,Victoria River Downs,Victoria River Downs,Australia
VCE,Venice,Marco Polo,Italy
VCF,Valcheta,Valcheta,Argentina
VCH,Vichadero,Vichadero,Uruguay
VCP,Sao Paulo,Viracopos,Brazil
VCR,Carora,Carora,Venezuela
VCT,Victoria (TX),County-Foster,USA
VCV,Victorville (CA),George AFB,USA
VDA,Ovda,Ovda,Israel
VDB,Fagernes,Valdres,Norway
VDC,Vitoria Da Conquista,Vitoria Da Conquista,Brazil
VDD,Vienna,Vienna Danubepier Hov,Austria
VDE,Valverde,Hierro,"Canary Islands, Spain"
VDI,Vidalia (GA),Municipal,USA
VDM,Viedma,Viedma,Argentina
VDP,Valle De Pascua,Valle De Pascua,Venezuela
VDR,Villa Dolores,Villa Dolores,Argentina
VDS,Vadso,Vadso,Norway
VDU,Refugio (TX),Tom O'Connor Oilfield,USA
VDZ,Valdez (AK),Municipal,USA
VEE,Venetie (AK),Venetie,USA
VEG,Maikwak,Maikwak,Guyana
VEJ,Vejle,vejle,Denmark
VEL,Vernal (UT),Vernal,USA
VER,Veracruz,Las Bajadas,Mexico
VEV,Barakoma,Barakoma,Solomon Islands
VEX,Tioga (ND),Municipal,USA
VEY,Vestmannaeyjar,Vestmannaeyjar,Iceland
VFA,Victoria Falls,Victoria Falls,Zimbabwe
VGA,Vijayawada,Vijayawada,India
VGD,Vologda,Vologda,Russia
VGG,Vangrieng,Vangrieng,Lao PDR
VGO,Vigo,Vigo,Spain
VGS,General Villegas,General Villegas,Argentina
VGT,Las Vegas (NV),North Air Terminal,USA
VGZ,Villagarzon,Villagarzon,Colombia
VHC,Saurimo,Saurimo,Angola
VHM,Vilhelmina,Vilhelmina,Sweden
VHN,Van Horn (TX),Culberson County,USA
VHY,Vichy,Charmeil,France
VHZ,Vahitahi,Vahitahi,French Polynesia
VIA,Videira,Videira,Brazil
VIB,Villa Constitucion,Villa Constitucion,Mexico
VIC,Vicenza,Vicenza,Italy
VID,Vidin,Vidin,Bulgaria
VIE,Vienna (Wien),Wien-Schwechat International,Austria
VIF,Vieste,Vieste,Italy
VIG,El Vigia,El Vigia,Venezuela
VIH,Vichy (MO),Rolla National,USA
VII,Vinh City,Vinh City,Viet Nam
VIJ,Virgin Gorda,Virgin Gorda,British Virgin Islands
VIK,Kavik (AK),Airstrip,USA
VIL,Dakhla,Dakhla,Morocco
VIN,Vinnica,Vinnica,Ukraine
VIQ,Viqueque,Viqueque,Indonesia
VIR,Durban,Virginia,South Africa
VIS,Visalia (CA),Visalia,USA
VIT,Vitoria,Vitoria,Spain
VIU,Viru,Viru Harbour Airstrip,Solomon Islands
VIV,Vivigani,Vivigani,Papua New Guinea
VIX,Vitoria,Eurico de Aguiar Salles Airport,Brazil
VJB,Xai Xai,Xai Xai,Mozambique
VJI,Abingdon (VA),Virginia Highlands,USA
VJQ,Gurue,Gurue,Mozambique
VKG,Rach Gia,Rach Gia,Viet Nam
VKO,Moscow,Vnukovo,Russia
VKS,Vicksburg (MS),Vicksburg,USA
VKT,Vorkuta,Vorkuta,Russia
VKW,West Kavik (AK),West Kavik,USA
VLA,Vandalia (IL),Vandalia,USA
VLC,Valencia,Valencia,Spain
VLD,Valdosta (GA),Regional,USA
VLE,Valle (AZ),J t Robidoux,USA
VLG,Villa Gesell,Villa Gesell,Argentina
VLI,Port Vila,Bauerfield,Vanuatu
VLK,Volgodonsk,Volgodonsk,Russia
VLL,Valladolid,Valladolid Airport,Spain
VLM,Villamontes,Villamontes,Bolivia
VLN,Valencia,Valencia,Venezuela
VLO,Vallejo (CA),Stolport,USA
VLP,Vila Rica,Municipal,Brazil
VLR,Vallenar,Vallenar,Chile
VLS,Valesdir,Valesdir,Vanuatu
VLU,Velikiye Luki,Velikiye Luki,Russia
VLV,Valera,Carvajal,Venezuela
VME,Villa Mercedes,Villa Mercedes,Argentina
VMI,Vallemi,INC,Paraguay
VMU,Baimuru,Baimuru,Papua New Guinea
VNA,Saravane,Saravane,Lao PDR
VNC,Venice (FL),Venice Municipal Airport,USA
VND,Vangaindrano,Vangaindrano,Madagascar
VNE,Vannes,Meucon,France
VNG,Viengxay,Viengxay,Lao PDR
VNO,Vilnius,Vilnius,Lithuania
VNR,Vanrook,Vanrook,Australia
VNS,Varanasi,Varanasi,India
VNX,Vilanculos,Vilanculos,Mozambique
VNY,Los Angeles (CA),Van Nuys,USA
VOG,Volgograd,Volgograd International Airport,Russia
VOH,Vohemar,Vohemar,Madagascar
VOI,Voinjama,Voinjama,Liberia
VOK,Camp Douglas (WI),Volk Field,USA
VOL,Volos,Nea Anchialos National Airport,Greece
VOT,Votuporanga,Votuporanga,Brazil
VOZ,Voronezh,Voronezh,Russia
VPE,Ongiva,Ongiva,Angola
VPN,Vopnafjordur,Vopnafjordur,Iceland
VPS,Valparaiso (FL),Ft. Walton Beach,USA
VPY,Chimoio,Chimoio,Mozambique
VPZ,Valparaiso (IN),Porter County,USA
VQS,Vieques,Vieques,Puerto Rico
VRA,Varadero,Juan Gualberto Gomez,Cuba
VRB,Vero Beach (FL),Municipal,USA
VRC,Virac,Virac,Philippines
VRE,Vredendal,Vredendal,South Africa
VRK,Varkaus,Varkaus,Finland
VRL,Vila Real,Vila Real,Portugal
VRN,Verona,Verona,Italy
VRO,Matanzas,Kawama,Cuba
VRS,Versailles (MO),Versailles,USA
VRU,Vryburg,Vryburg,South Africa
VRY,Vaeroy,Stolport,Norway
VSA,Villahermosa,Capitan Carlos Perez,Mexico
VSE,Viseu,Viseu,Portugal
VSF,Springfield (VT),State,USA
VSG,Lugansk,Lugansk,Ukraine
VSO,Phuoclong,Phuoclong,Viet Nam
VST,Vasteras,Hasslo,Sweden
VTA,Victoria,Victoria,Honduras
VTB,Vitebsk,Vitebsk,Belarus
VTE,Vientiane,Wattay,Lao PDR
VTF,Vatulele,Vatulele,Fiji
VTG,Vung Tau,Vung Tau,Viet Nam
VTL,Vittel,Vittel,France
VTN,Valentine (NE),Miller Field,USA
VTU,Las Tunas,Las Tunas,Cuba
VTZ,Vishakhapatnam,Vishakhapatnam,India
VUP,Valledupar,Valledupar,Colombia
VUS,Velikij Ustyug,Velikij Ustyug,Russia
VVB,Mahanoro,Mahanoro,Madagascar
VVC,Villavicencio,La Vanguardia,Colombia
VVI,Santa Cruz,Viru Viru International,Bolivia
VVK,Vastervik,Vastervik,Sweden
VVO,Vladivostok,Vladivostok,Russia
VVZ,Illizi,Illizi,Algeria
VXC,Lichinga,Lichinga,Mozambique
VXE,Sao Vicente,San Pedro,Cape Verde
VXO,Vaxjo,Vaxjo,Sweden
VYD,Vryheid,Vryheid,South Africa
VYS,Peru (IL),Illinois Valley Regnl,USA
WAA,Wales (AK),Wales,USA
WAB,Wabag,Wabag,Papua New Guinea
WAC,Waca,Waca,Ethiopia
WAD,Andriamena,Andriamena,Madagascar
WAE,Wadi Ad Dawasir,Wadi Ad Dawasir,Saudi Arabia
WAF,Wana,Wana,Pakistan
WAG,Wanganui,Wanganui,New Zealand
WAH,Wahpeton (ND),Wahpeton,USA
WAI,Antsohihy,Antsohihy,Madagascar
WAJ,Wawoi Falls,Wawoi Falls,Papua New Guinea
WAK,Ankazoabo,Ankazoabo,Madagascar
WAL,Chincoteague (VA),Wallops Flight Center,USA
WAM,Ambatondrazaka,Ambatondrazaka,Madagascar
WAN,Waverney,Waverney,Australia
WAO,Wabo,Wabo,Papua New Guinea
WAP,Alto Palena,Alto Palena,Chile
WAQ,Antsalova,Antsalova,Madagascar
WAR,Waris,Waris,Indonesia
WAS,"Washington, DC",Metropolitan Area,USA
WAT,Waterford,Waterford,Ireland
WAU,Wauchope,Wauchope,Australia
WAV,Wave Hill,Kalkgurung,Australia
WAW,Warsaw,Okecie,Poland
WAX,Zwara,Zwara,Libya
WAY,Waynesburg (PA),Green County,USA
WAZ,Warwick,Warwick,Australia
WBA,Wahai,Wahai,Indonesia
WBB,Stebbins (AK),Stebbins,USA
WBC,Wapolu,Wapolu,Papua New Guinea
WBD,Befandriana,Befandriana,Madagascar
WBE,Bealanana,Bealanana,Madagascar
WBG,Schleswig-Jagel,Schleswig-Jagel,Germany
WBI,Boulder (CO),Broker Inn,USA
WBM,Wapenamanda,Wapenamanda,Papua New Guinea
WBN,Woburn (MA),Cummings Park,USA
WBO,Beroroha,Beroroha,Madagascar
WBQ,Beaver (AK),Beaver,USA
WBR,Big Rapids (MI),Big Rapids,USA
WBU,Boulder (CO),Municipal,USA
WBW,Scranton (PA),Wyoming Valle,USA
WBW,Wilkes-Barre (PA),Wyoming Valle,USA
WCA,Castro,Gamboa,Chile
WCH,Chaiten,Chaiten,Chile
WCR,Chandalar (AK),Chandalar,USA
WDA,Wadi Ain,Wadi Ain,Yemen
WDB,Deep Bay (AK),Deep Bay,USA
WDG,Enid (OK),Enid Woodring Mun.,USA
WDH,Windhoek,Hosea Kutako International,Namibia
WDI,Wondai,Wondai,Australia
WDN,Waldron Island (WA),Waldron Island,USA
WDR,Winder (GA),Winder,USA
WDY,Kodiak (AK),Kodiak Fss,USA
WEA,Weatherford (TX),Parker County,USA
WED,Wedau,Wedau,Papua New Guinea
WEF,Weifang,Weifang,PR China
WEH,Weihai,Weihai,PR China
WEI,Weipa,Weipa,Australia
WEL,Welkom,Welkom,South Africa
WEM,West Malling,West Malling,United Kingdom
WEP,Weam,Weam,Papua New Guinea
WES,Weasua,Weasua,Liberia
WET,Wagethe,Wagethe,Indonesia
WEW,Wee Waa,Wee Waa,Australia
WEX,Wexford,Castlebridge,Ireland
WFB,Ketchikan (AK),Waterfront SPB,USA
WFD,Woodford,Woodford,United Kingdom
WFI,Fianarantsoa,Fianarantsoa,Madagascar
WFK,Frenchville (ME),Frenchville,USA
WGA,Wagga Wagga,Forrest Hill,Australia
WGB,Bahawalnagar,Bahawalnagar,Pakistan
WGC,Warrangal,Warrangal,India
WGE,Walgett,Walgett,Australia
WGN,Waitangi,Waitangi,New Zealand
WGO,Winchester (VA),Municipal,USA
WGP,Waingapu,Waingapu,Indonesia
WGT,Wangaratta,Wangaratta,Australia
WGU,Wagau,Wagau,Papua New Guinea
WGY,Wagny,Wagny,Gabon
WHD,Hyder (AK),SPB,USA
WHF,Wadi Halfa,Wadi Halfa,Sudan
WHH,Boulder (CO),Hiltons Har H,USA
WHK,Whakatane,Whakatane,New Zealand
WHL,Welshpool,Welshpool,Australia
WHO,Franz Josef,Franz Josef,New Zealand
WHP,Los Angeles (CA),Whiteman,USA
WHS,Whalsay,Whalsay,United Kingdom
WHT,Wharton (TX),Wharton,USA
WHU,Wuhu,Wuhu,PR China
WIC,Wick,Wick,United Kingdom
WID,Wildenrath,Wildenrath,Germany
WIE,Wiesbaden,Air Base,Germany
WIK,Surfdale,Surfdale,New Zealand
WIL,Nairobi,Wilson,Kenya
WIN,Winton,Winton,Australia
WIO,Wilcannia,Wilcannia,Australia
WIR,Wairoa,Wairoa,New Zealand
WIT,Wittenoom,Wittenoom,Australia
WIU,Witu,Witu,Papua New Guinea
WJA,Woja,Woja,Marshall Islands
WJF,Lancaster (CA),William J Fox,USA
WJR,Wajir,Wajir,Kenya
WJU,WonJu,WonJu,South Korea
WKA,Wanaka,Wanaka,New Zealand
WKB,Warracknabeal,Warracknabeal,Australia
WKI,Hwange,Hwange,Zimbabwe
WKJ,Wakkanai,Hokkaido,Japan
WKK,Aleknagik (AK),Aleknagik Airport,USA
WKL,Waikoloa (HI),Waikoloa Airport,USA
WKN,Wakunai,Wakunai,Papua New Guinea
WKR,Walker's Cay,Walker's Cay,Bahamas
WLA,Wallal,Wallal,Australia
WLB,Labouchere Bay (AK),Labouchere Bay,USA
WLC,Walcha,Walcha,Australia
WLD,Winfield (KS),Arkansas City,USA
WLG,Wellington,International,New Zealand
WLH,Walaha,Walaha airstrip,Vanuatu
WLK,Selawik (AK),Selawik,USA
WLL,Wollogorang,Wollogorang airfield,Australia
WLM,Waltham (MA),Waltham,USA
WLN,Little Naukati (AK),Little Naukati,USA
WLO,Waterloo,Waterloo,Australia
WLR,Loring (AK),Loring,USA
WLS,Wallis Island,Wallis Island,Wallis and Futuna Islands
WLW,Willows (CA),Glenn County,USA
WMA,Mandritsara,Mandritsara,Madagascar
WMB,Warrnambool,Warrnambool,Australia
WMC,Winnemucca (NV),Winnemucca,USA
WMD,Mandabe,Mandabe,Madagascar
WME,Mount Keith,Mount Keith,Australia
WMH,Mountain Home (AR),Mountain Home,USA
WMK,Meyers Chuck (AK),SPB,USA
WML,Malaimbandy,Malaimbandy,Madagascar
WMN,Maroantsetra,Maroantsetra,Madagascar
WMO,White Mountain (AK),White Mountain,USA
WMP,Mampikony,Mampikony,Madagascar
WMR,Mananara,Mananara,Madagascar
WMV,Madirovalo,Madirovalo,Madagascar
WMX,Wamena,Wamena,Indonesia
WNA,Napakiak (AK),Napakiak SPB,USA
WNC,Tuxekan Island (AK),Nichen Cove SPB,USA
WND,Windarra,Windarra,Australia
WNE,Wora Na Ye,Wora Na Ye,Gabon
WNN,Wunnummin Lake,Wunnummin Lake,Canada
WNP,Naga,Naga,Philippines
WNR,Windorah,Windorah,Australia
WNS,Nawabshah,Nawabshah,Pakistan
WNU,Wanuma,Wanuma,Papua New Guinea
WNZ,Wenzhou,Wenzhou,PR China
WOA,Wonenara,Wonenara,Papua New Guinea
WOB,Suttonheath,Woodbridge RAF,United Kingdom
WOD,Wood River (AK),Wood River,USA
WOE,Woensdrecht AB,Woensdrecht AB,Netherlands
WOG,Woodgreen,Woodgreen,Australia
WOI,Wologissi,Wologissi,Liberia
WOK,Wonken,Wonken,Venezuela
WOL,Wollongong,Wollongong,Australia
WON,Wondoola,Wondoola,Australia
WOO,Woodchopper (AK),Woodchopper,USA
WOR,Ankorefo,Moramba,Madagascar
WOT,Wonan,Wonan,Taiwan
WOW,Willow (AK),Willow,USA
WPA,Puerto Aisen,Puerto Aisen,Chile
WPB,Port Berge,Port Berge,Madagascar
WPC,Pincher Creek,Pincher Creek,Canada
WPK,Wrotham Park,Wrotham Park,Australia
WPL,Powell Lake,Powell Lake,Canada
WPM,Wipim,Wipim,Papua New Guinea
WPO,Paonia (CO),North Fork Valley,USA
WPR,Porvenir,Porvenir,Chile
WPU,Puerto Williams,Puerto Williams,Chile
WRA,Warder,Warder,Ethiopia
WRB,Macon (GA),Robins AFB,USA
WRE,Whangarei,Whangarei,New Zealand
WRG,Wrangell (AK),Wrangell SPB,USA
WRH,Wrench Creek (AK),Wrench Creek,USA
WRI,Fort Dix (NJ),Mc Guire AFB,USA
WRL,Worland (WY),Worland,USA
WRO,Wroclaw,Strachowice,Poland
WRW,Warrawagine,Warrawagine,Australia
WRY,Westray,Westray,United Kingdom
WSA,Wasua,Wasua,Papua New Guinea
WSB,Steamboat Bay (AK),SPB,USA
WSD,White Sands (NM),Condron AAF,USA
WSF,Sarichef (AK),Sarichef,USA
WSG,Washington (PA),County,USA
WSH,Shirley (NY),Brookhaven,USA
WSJ,San Juan (AK),San Juan SPB,USA
WSM,Wiseman (AK),Wiseman,USA
WSN,South Naknek (AK),South Naknek,USA
WSO,Washabo,Washabo,Suriname
WSP,Waspam,Waspam,Nicaragua
WSR,Wasior,Wasior,Indonesia
WST,Westerly (RI),Westerly State,USA
WSU,Wasu,Wasu,Papua New Guinea
WSX,Westsound (WA),Westsound,USA
WSY,Airlie Beach,Whitsunday Airstrip,Australia
WSZ,Westport,Westport,New Zealand
WTA,Tambohorano,Tambohorano,Madagascar
WTC,New York (NY),World Trade Center,USA
WTD,West End,West End,Bahamas
WTE,Wotje Island,Wotje Island,Marshall Islands
WTK,Noatak (AK),Noatak,USA
WTL,Tuntutuliak (AK),Tuntutuliak,USA
WTN,Waddington,RAF Station,United Kingdom
WTO,Wotho Island,Wotho Island,Marshall Islands
WTP,Woitape,Woitape,Papua New Guinea
WTR,White River (AZ),White River,USA
WTS,Tsiroanomandidy,Tsiroanomandidy,Madagascar
WTT,Wantoat,Wantoat,Papua New Guinea
WTZ,Whitianga,Whitianga,New Zealand
WUD,Wudinna,Wudinna,Australia
WUG,Wau,Wau,Papua New Guinea
WUH,Wuhan,Wuhan,PR China
WUM,Wasum,Wasum,Papua New Guinea
WUN,Wiluna,Wiluna,Australia
WUS,Wuyishan,Wuyishan,PR China
WUU,Wau,Wau,Sudan
WUV,Wuvulu Island,Wuvulu Island,Papua New Guinea
WUX,Wuxi,Wuxi,PR China
WUZ,Wuzhou,Wuzhou Changzhoudao Airport,PR China
WVB,Walvis Bay,Rooikop,Namibia
WVI,Watsonville (CA),Watsonville,USA
WVK,Manakara,Manakara,Madagascar
WVL,Waterville (ME),Robert Lafleur,USA
WVN,Wilhelmshaven,Wilhelmshaven,Germany
WWA,Wasilla (AK),Wasilla,USA
WWD,Wildwood (NJ),Cape May County,USA
WWI,Woodie Woodie,Woodie Woodie,Australia
WWK,Wewak,Boram,Papua New Guinea
WWP,Whale Pass (AK),Whale Pass,USA
WWR,Woodward (OK),West Woodward,USA
WWS,Wildwood (AK),USAF Heliport,USA
WWT,Newtok (AK),Newtok,USA
WWY,West Wyalong,West Wyalong,Australia
WXF,Braintree,Wether Fld RAF,United Kingdom
WXN,Wanxian,Wanxian,PR China
WYA,Whyalla,Whyalla,Australia
WYB,Yes Bay (AK),SPB,USA
WYE,Yengema,Yengema,Sierra Leone
WYN,Wyndham,Wyndham,Australia
WYS,West Yellowstone (MT),Yellowstone,USA
WZY,Nassau,Seaplane Base,Bahamas
XAB,Abbeville,Abbeville,France
XAC,Arcachon,La Teste-de-Buch,France
XAL,Alamos,Alamos,Mexico
XAP,Chapeco,Chapeco,Brazil
XAR,Aribinda,Aribinda,Burkina Faso
XAU,Saul,Saul,French Guiana
XAY,Xayabury,Xayabury,Lao PDR
XBB,Blubber Bay,Blubber Bay,Canada
XBE,Bearskin Lake,Bearskin Lake,Canada
XBG,Bogande,Bogande,Burkina Faso
XBJ,Birjand,Birjand,Iran
XBL,Buno Bedelle,Buno Bedelle,Ethiopia
XBN,Biniguni,Biniguni,Papua New Guinea
XBO,Boulsa,Boulsa,Burkina Faso
XBR,Brockville,Brockville,Canada
XBW,Killineq,Killineq,Canada
XCH,Christmas Island,Christmas Island,Christmas Island
XCL,Cluff Lake,Cluff Lake,Canada
XCM,Chatham,Chatham,Canada
XCN,Coron,Coron,Philippines
XCO,Colac,Colac,Australia
XCR,Vatry,Paris Vatry Airport  (Aircraft training and cargo airport),France
XDE,Diebougou,Diebougou,Burkina Faso
XDJ,Djibo,Djibo,Burkina Faso
XEN,Xingcheng,Xingcheng,PR China
XES,Lake Geneva (WI),Municipal,USA
XEX,Paris,Aerogare des Invalides,France
XFN,Xiangfan,Xiangfan,PR China
XFW,Hamburg/Finkenwerder,Hamburg Finkenwerder Airport (Airbus),Germany
XFZ,Quebec,Charny,Canada
XGA,Gaoua,Gaoua,Burkina Faso
XGG,Gorom-Gorom,Gorom-Gorom,Burkina Faso
XGN,Xangongo,Xangongo,Angola
XGR,Kangiqsualujjuaq,Kangiqsualujjuaq,Canada
XIC,Xichang,Xichang,PR China
XIE,Xienglom,Xienglom,Lao PDR
XIG,Xinguara,Municipal,Brazil
XIL,Xilinhot,Xilinhot,PR China
XIN,Xingning,Xingning,PR China
XIY,Xi An,Xianyang,PR China
XKA,Kantchari,Kantchari,Burkina Faso
XKH,Xieng Khouang,Xieng Khouang,Lao PDR
XKO,Kemano,Kemano,Canada
XKS,Kasabonika,Kasabonika,Canada
XKT,Kennedy Town,Off-line Point,"Hong Kong, PR China"
XKY,Kaya,Kaya,Burkina Faso
XLB,Lac Brochet,Lac Brochet,Canada
XLF,Leaf Bay,Leaf Bay,Canada
XLO,Long Xuyen,Long Xuyen,Viet Nam
XLS,St Louis,St Louis,Senegal
XLU,Leo,Leo,Burkina Faso
XLW,Lemwerder,Lemwerder,Germany
XMA,Maramag,Maramag,Philippines
XMB,M'Bahiakro,M'Bahiakro,Cote d'Ivoire
XMC,Mallacoota,Mallacoota,Australia
XMD,Madison (SD),Madison,USA
XMG,Mahendranagar,Mahendranagar,Nepal
XMH,Manihi,Manihi,French Polynesia
XMI,Masasi,Masasi,Tanzania
XML,Minlaton,Minlaton,Australia
XMN,Xiamen,Xiamen,PR China
XMP,Macmillan Pass,Macmillan Pass,Canada
XMS,Macas,Macas,Ecuador
XMY,Yam Island,Yam Island,Australia
XNA,Fayetteville (AR),Northwest Arkansas Rgn,USA
XNG,Quang Ngai,Quang Ngai,Viet Nam
XNN,Xining,Xining,PR China
XNT,Xingtai,Xingtai,PR China
XNU,Nouna,Nouna,Burkina Faso
XPA,Pama,Pama,Burkina Faso
XPK,Pukatawagan,Pukatawagan,Canada
XPL,Comayagua,Palmerola Air Base,Honduras
XPP,Poplar River,Poplar River,Canada
XPR,Pine Ridge (SD),Pine Ridge,USA
XPU,West Kuparuk (AK),West Kuparuk,USA
XQP,Quepos,Quepos,Costa Rica
XQU,Qualicum,Qualicum,Canada
XRR,Ross River,Ross River,Canada
XRY,Jerez de la Frontera,La Parra,Spain
XSA,Sinoe,AFC,Liberia
XSC,South Caicos,International,Turks and Caicos Islands
XSD,Tonopah (NV),Test Range,USA
XSE,Sebba,Sebba,Burkina Faso
XSI,South Indian Lake,South Indian Lake,Canada
XSM,St Marys (MD),St Marys,USA
